sample_name,sample_title_DO_NOT_EDIT,library_name,organism,ncbi_taxon_id,cultivar_or_isolate_or_ecotype,tissue,tissue_developmental_stage,plant_age,treatment,specimen_source,growing_location,growing_conditions,geographic_location,biological_replicate,tissue_harvested_by,tissue_harvest_date,sample_tissue_comments,nucleic_acid_extraction_method,dnase_rnase_treatment,nucleic_acid_clean_method,nucleic_acid_concentration_via_qubit_ng/ul,nanodrop_260/280,nanodrop_260/230,nucleic_acid_volume_ul,nucleic_acid_buffer,nucleic_acid_extracted_by,nucleic_acid_extraction_date,nucleic_acid_image,Plate,Well,nucleic_acid_comments
19A0441,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,919.055,1.982,1.107,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_03,D10,junk
19A0013,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,1051.498,2.059,2.146,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_03,D11,
19A0101,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,72,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/24/19,,Hot Borate,yes,,684.774,2.104,2.182,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_03,D12,
19A0286,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,755.34,2.043,1.448,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_03,E01,
19A0196,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,426.374,2.076,1.773,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_03,E02,
19A0184,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,2516.96,1.686,1.308,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_03,E03,
19A0354,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,101,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/22/19,,Hot Borate,yes,,816.029,2.003,1.299,20,Water,Jenna Hershberger,7/16/20,FALSE,SC_RNA_03,E04,
19A0026,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,825.817,2.021,1.497,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_03,E05,
19A0437,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,,Hot Borate,yes,,1063.806,2.073,1.574,20,Water,Jenna Hershberger,7/9/20,TRUE,SC_RNA_03,E06,
19A0409,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,793.856,2.101,2.183,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_03,E07,
19A0040,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,542.147,2.084,2.133,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_03,E08,
19A0323,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,389.943,2.025,1.974,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_03,E09,
19A0129,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,740.425,2.099,1.874,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_03,E10,
19A0084,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,72,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/24/19,,Hot Borate,yes,,1443.778,2.051,1.507,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_03,E11,
19A0388,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,894.895,2.042,1.2,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_03,E12,
19A0435,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,845.502,2.012,1.642,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_03,F01,
19A0108,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,1241.578,2.073,1.987,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_03,F02,
19A0350,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,299.177,1.949,0.987,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_03,F03,
19A0058,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,697.847,2.038,1.616,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_03,F04,
19A0100,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1366.95,2.099,1.672,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_03,F05,
19A0201,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1035.388,2.088,1.641,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_03,F06,
19A0310,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,2.865,0.782,0.139,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_03,F07,
19A0320,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,343.359,1.964,1.532,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_03,F08,
19A0114,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,1.982,2.072,1.982,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_03,F09,
19A0297,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,604.991,2.062,2.026,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_03,F10,
Neg_Control,,,Zea mays,1,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,20,Water,Jenna Hershberger,,FALSE,SC_RNA_03,F11,
19A0304,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,299.076,1.933,0.838,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_03,F12,
19A0344,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,60.058,1.735,0.595,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_03,G01,handwritten plot number
19A0345,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,956.792,2.028,1.267,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_03,G02,
19A0258,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,Only 7 kernels,Hot Borate,yes,,2705.106,1.7,1.607,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_03,G03,
19A0255,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,1421.439,2.065,1.422,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_03,G04,
19A0022,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1848.526,1.994,1.828,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_03,G05,
19A0107,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,3.175,0.641,0.115,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_03,G06,junk
19A0143,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,70,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/22/19,,Hot Borate,yes,,661.451,2.072,2.187,20,Water,Jenna Hershberger,6/30/20,TRUE,SC_RNA_03,G07,
19A0051,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,610.779,2.024,1.344,20,Water,Jenna Hershberger,7/8/20,TRUE,SC_RNA_03,G08,
19A0257,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,123.083,1.708,0.483,20,Water,Jenna Hershberger,6/23/20,TRUE,SC_RNA_03,G09,
19A0206,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,545.854,2.044,1.346,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_03,G10,
19A0083,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,1144.704,2.076,1.469,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_03,G11,
19A0242,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,384.976,1.973,1.042,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_03,G12,
19A0315,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,666.64,1.984,1.021,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_03,H01,says redo in sharpie
19A0444,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,99,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/20/19,,Hot Borate,yes,,159.296,1.697,0.477,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_03,H02,
19A0028,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,517.3,2.062,1.799,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_03,H03,
19A0442,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,99,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/20/19,,Hot Borate,yes,,778.138,2.041,1.335,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_03,H04,
19A0341,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,470.688,2.033,1.336,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_03,H05,
19A0414,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,Only one sample cup,Hot Borate,yes,,1213.748,2.043,1.741,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_03,H06,
Pos_Control,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,20,Water,Jenna Hershberger,,FALSE,SC_RNA_03,H07,
19A0290,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,601.114,2.009,1.082,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_03,H08,
19A0002,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,744.225,2.094,2.185,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_03,H09,
19A0218,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,1437.901,1.962,1.762,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_03,H10,
19A0371,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,1043.349,2.05,1.153,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_03,H11,
19A0029,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,70,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/22/19,,Hot Borate,yes,,413.289,2.029,1.195,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_03,H12,
19A0244,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,383.82,2.101,2.107,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_04,A01,
19A0132,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,2046.196,2.074,1.83,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_04,A02,
19A0119,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,339.416,1.997,1.143,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_04,A03,
19A0251,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,918.583,2.013,1.172,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_04,A04,
19A0215,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,2217.25,2.034,1.793,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_04,A05,
19A0016,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,490.56,2.022,1.479,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_04,A06,
19A0347,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,815.796,2.063,1.411,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_04,A07,
19A0170,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,72,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/24/19,,Hot Borate,yes,,1327.615,2.048,1.719,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_04,A08,
19A0432,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,,Hot Borate,yes,,456.3,1.94,0.857,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_04,A09,
19A0277,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,655.812,2.014,1.341,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_04,A10,
19A0095,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,22.915,1.572,0.389,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_04,A11,junk
19A0319,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,"Typed in 219 originally, corrected to 319 on 9/10",Hot Borate,yes,,490.609,2.042,1.358,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_04,A12,
19A0036,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,72,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/24/19,,Hot Borate,yes,,972.775,2.058,1.286,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_04,B01,
19A0087,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,1009.513,2.087,2.22,20,Water,Jenna Hershberger,7/16/20,FALSE,SC_RNA_04,B02,
Pos_Control,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,20,Water,Jenna Hershberger,,FALSE,SC_RNA_04,B03,
19A0054,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,832.524,2.026,1.713,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_04,B04,
19A0431,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,897.348,2.041,1.485,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_04,B05,
19A0096,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,Did again because of mis-typing error on 9/6. This plot was sampled twice and has 4 sample cups in -80,Hot Borate,yes,,1181.089,2.049,1.531,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_04,B06,2 written in sharpie
19A0082,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,2209.8,1.964,2.026,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_04,B07,
19A0105,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,678.955,2.035,1.478,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_04,B08,
19A0164,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,1923.603,2.023,1.851,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_04,B09,
19A0075,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,1283.988,2.08,2.126,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_04,B10,
19A0098,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,1500.563,2.071,1.962,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_04,B11,
19A0241,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,1068.841,2.036,1.294,20,Water,Jenna Hershberger,7/16/20,FALSE,SC_RNA_04,B12,
19A0191,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,Bicolor,Hot Borate,yes,,579.458,2.08,1.644,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_04,C01,
19A0142,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,1036.715,2.043,1.204,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_04,C02,
19A0328,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,965.904,1.851,1.435,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_04,C03,
19A0342,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,2741.504,1.79,1.672,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_04,C04,
19A0067,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,1020.803,2.07,1.507,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_04,C05,
